,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
CORRUBR2A001239,110,121,170,51,99,61
CORRUBR2A001242,738,948,278,175,246,301
CORRUBR2A001244,21,9,13,13,14,19
CORRUBR2A001247,0,0,0,45,23,0
CORRUBR2A001248,1625,1505,891,917,1080,676
CORRUBR2A001251,1035,1573,661,697,1273,1376
CORRUBR2A001253,520,726,330,498,481,481
CORRUBR2A001254,205,84,69,62,93,88
CORRUBR2A001255,2062,1958,983,1761,2253,2277
CORRUBR2A001256,0,0,0,0,27,0
CORRUBR2A001257,0,21,0,16,13,0
CORRUBR2A001258,7,0,6,0,1,1
CORRUBR2A001262,175,84,238,140,164,208
CORRUBR2A001265,18,41,6,3,24,34
CORRUBR2A001268,265,84,207,102,110,52
CORRUBR2A001269,6,38,11,7,0,8
CORRUBR2A001270,216,149,108,137,133,93
CORRUBR2A001271,818,814,657,783,916,825
CORRUBR2A001273,118,101,72,73,75,91
CORRUBR2A001274,5,30,1,9,10,24
CORRUBR2A001287,1226,738,421,490,732,748
CORRUBR2A001289,31,5,5,1,27,33
CORRUBR2A001290,408,99,65,104,74,78
CORRUBR2A001291,205,58,43,113,91,54
CORRUBR2A001292,1656,1450,1656,1615,1516,1413
CORRUBR2A001299,154,106,60,72,74,90
CORRUBR2A001300,268,341,450,145,166,223
CORRUBR2A001302,74,26,22,31,29,35
CORRUBR2A001306,10,6,6,5,25,9
CORRUBR2A001308,48079,61033,45612,27230,28146,33183
CORRUBR2A001312,1154,676,931,485,876,602
CORRUBR2A001313,82,52,52,28,33,37
CORRUBR2A001314,332,444,348,303,304,396
CORRUBR2A001315,502,478,269,246,404,192
CORRUBR2A001320,382,103,158,68,81,48
CORRUBR2A001322,10,7,7,9,6,59
CORRUBR2A001325,149,164,303,58,56,75
CORRUBR2A001329,4,243,366,142,200,466
CORRUBR2A001330,508,204,52,207,85,31
CORRUBR2A001332,14,6,14,11,13,17
CORRUBR2A001334,1531,1306,824,1169,1033,1016
CORRUBR2A001337,344,145,52,110,157,73
CORRUBR2A001343,256,207,278,138,200,221
CORRUBR2A001347,461,62,67,76,90,37
CORRUBR2A001350,797,828,368,351,506,375
CORRUBR2A001353,11,7,2,7,6,3
CORRUBR2A001354,59,135,52,49,9,43
CORRUBR2A001355,654,551,432,278,509,266
CORRUBR2A001356,550,322,273,192,237,278
CORRUBR2A001359,102,104,56,44,71,67
CORRUBR2A001360,380,263,171,265,292,253
CORRUBR2A001363,1249,2096,1043,666,1352,1417
CORRUBR2A001364,638,292,263,227,253,221
CORRUBR2A001365,625,412,333,620,419,207
CORRUBR2A001366,541,210,168,217,230,158
CORRUBR2A001369,6,18,8,12,14,12
CORRUBR2A001371,659,499,364,314,337,296
CORRUBR2A001372,386,255,46,443,107,261
CORRUBR2A001377,59,10,0,13,24,7
CORRUBR2A001380,199,160,280,186,1,45
CORRUBR2A001381,187,352,62,87,119,97
CORRUBR2A001383,581,434,477,603,576,754
CORRUBR2A001387,431,1481,455,790,315,246
CORRUBR2A001389,20,13,12,7,20,22
CORRUBR2A001391,109,81,119,27,49,111
CORRUBR2A001393,88,162,72,89,70,47
CORRUBR2A001395,84,94,96,74,109,95
CORRUBR2A001396,0,7,4,6,8,12
CORRUBR2A001398,929,509,486,498,702,610
CORRUBR2A001399,65,6,24,13,11,9
CORRUBR2A001402,2146,3254,2870,1821,1800,1687
CORRUBR2A001405,42,18,7,10,15,1
CORRUBR2A001407,170,53,78,95,69,66
CORRUBR2A001408,138,65,35,45,69,31
CORRUBR2A001412,91,40,62,48,26,19
CORRUBR2A001413,231,198,168,117,329,161
CORRUBR2A001414,78,42,34,50,97,82
CORRUBR2A001421,30,51,12,7,31,21
CORRUBR2A001422,265,194,133,181,255,211
CORRUBR2A001424,29,31,24,39,26,20
CORRUBR2A001426,4,1,1,6,4,6
CORRUBR2A001427,601,171,364,238,70,122
CORRUBR2A001428,337,255,270,196,225,124
CORRUBR2A001431,19,23,19,4,16,7
CORRUBR2A001432,2903,2861,2059,1413,1824,2758
CORRUBR2A001433,0,0,0,5,5,0
CORRUBR2A001436,107,91,138,67,56,84
CORRUBR2A001437,259,106,127,118,119,114
CORRUBR2A001439,283,132,98,147,156,153
CORRUBR2A001440,278,124,405,194,464,652
CORRUBR2A001443,2020,1815,1415,703,1119,1534
CORRUBR2A001445,40,29,14,12,21,14
CORRUBR2A001448,879,448,288,480,443,353
CORRUBR2A001451,9,10,1,8,12,2
CORRUBR2A001452,17,6,2,2,11,5
CORRUBR2A001456,43,53,31,73,137,143
CORRUBR2A001457,126,62,40,70,82,85
CORRUBR2A001458,61,5,24,22,48,23
CORRUBR2A001466,13,18,0,13,5,20
CORRUBR2A001468,11329,11900,13973,5804,9064,6085
CORRUBR2A001473,244,276,509,167,154,101
CORRUBR2A001474,871,286,274,203,341,317
CORRUBR2A001477,97,117,86,175,112,132
CORRUBR2A001478,13,15,11,4,3,45
CORRUBR2A001480,2,20,13,13,7,13
CORRUBR2A001481,323,131,96,102,132,103
CORRUBR2A001485,46,73,26,72,127,249
CORRUBR2A001488,114,92,151,87,111,91
CORRUBR2A001490,90,72,57,158,64,88
CORRUBR2A001491,2164,1991,1742,777,889,1019
CORRUBR2A001495,254,265,95,107,167,240
CORRUBR2A001496,16,19,20,28,21,18
CORRUBR2A001502,609,237,255,268,309,352
CORRUBR2A001503,66,59,49,48,34,9
CORRUBR2A001504,196,89,38,77,84,78
CORRUBR2A001505,22,33,6,3,11,31
CORRUBR2A001507,239,60,281,307,200,270
CORRUBR2A001508,165,185,90,142,77,141
CORRUBR2A001510,2608,1729,855,1269,1388,1488
CORRUBR2A001512,540,145,112,119,143,143
CORRUBR2A001513,277,181,154,204,255,162
CORRUBR2A001514,1398,1428,1561,807,896,953
CORRUBR2A001518,11,6,4,3,16,18
CORRUBR2A001521,589,281,175,163,180,214
CORRUBR2A001523,158,181,215,86,70,35
CORRUBR2A001525,174,112,101,403,378,227
CORRUBR2A001527,1052,783,607,899,845,899
CORRUBR2A001529,419,414,339,445,534,388
CORRUBR2A001534,607,607,237,314,709,496
CORRUBR2A001535,0,3,1,11,3,0
CORRUBR2A001536,242,444,0,510,0,233
CORRUBR2A001538,181,86,39,85,87,80
CORRUBR2A001540,508,337,239,314,363,424
CORRUBR2A001543,90,55,31,53,38,54
CORRUBR2A001544,109,68,42,76,69,28
CORRUBR2A001545,13,2,2,4,12,1
CORRUBR2A001546,5,9,2,0,6,6
CORRUBR2A001548,371,241,162,171,271,278
CORRUBR2A001550,117,48,65,40,46,26
CORRUBR2A001552,1,2,7,50,7,8
CORRUBR2A001553,16,17,4,16,27,46
CORRUBR2A001556,793,521,412,505,404,302
CORRUBR2A001557,9,5,5,8,6,11
CORRUBR2A001558,118,83,32,49,83,68
CORRUBR2A001561,16,11,5,1,0,19
CORRUBR2A001562,467,383,323,256,259,292
CORRUBR2A001563,9,34,38,6,9,20
CORRUBR2A001564,32,0,0,3,8,3
CORRUBR2A001566,39,114,40,0,41,52
CORRUBR2A001568,56,31,27,12,39,11
CORRUBR2A001569,121,0,53,51,84,115
CORRUBR2A001570,37,26,22,16,22,14
CORRUBR2A001571,47,354,137,20,306,233
CORRUBR2A001572,1230,369,238,236,350,357
CORRUBR2A001573,1,11,0,0,0,0
CORRUBR2A001576,112,106,120,73,93,198
CORRUBR2A001577,5092,6723,3539,5070,4986,4279
CORRUBR2A001579,161,112,75,54,41,19
CORRUBR2A001581,0,1,10,0,0,0
CORRUBR2A001585,58,199,106,78,50,139
CORRUBR2A001590,411,652,510,216,473,245
CORRUBR2A001591,949,980,458,292,478,656
CORRUBR2A001592,260,581,68,154,315,292
CORRUBR2A001593,7,1,0,7,2,1
CORRUBR2A001594,111,42,29,43,58,40
CORRUBR2A001597,85,70,47,40,59,53
CORRUBR2A001600,95,58,44,45,64,52
CORRUBR2A001602,511,266,240,288,206,159
CORRUBR2A001604,488,384,255,474,402,489
CORRUBR2A001605,1872,50,5248,9741,1111,98
CORRUBR2A001608,174,121,61,120,160,114
CORRUBR2A001611,1636,891,627,478,557,460
CORRUBR2A001613,234,149,94,115,151,133
CORRUBR2A001614,310,33,19,32,37,22
CORRUBR2A001615,34,131,164,143,102,204
CORRUBR2A001616,296,194,181,231,164,167
CORRUBR2A001617,201,162,123,125,119,135
CORRUBR2A001620,60,54,41,38,56,77
CORRUBR2A001626,550,120,155,344,294,361
CORRUBR2A001629,988,813,594,662,654,644
CORRUBR2A001631,218,260,214,148,177,150
CORRUBR2A001632,287,482,185,86,135,114
CORRUBR2A001633,860,731,1050,553,822,526
CORRUBR2A001634,3,2,11,3,28,58
CORRUBR2A001636,120,80,53,54,86,56
CORRUBR2A001637,12,32,1,5,14,14
CORRUBR2A001639,72,66,54,32,6,62
CORRUBR2A001641,39,31,75,32,19,11
CORRUBR2A001644,478,519,189,187,405,343
CORRUBR2A001646,14,68,22,13,73,28
CORRUBR2A001649,6199,3522,4248,2205,2179,2984
CORRUBR2A001650,2396,2105,1600,1348,1825,1505
CORRUBR2A001654,2702,2813,1893,2312,2309,2560
CORRUBR2A001656,2330,1629,1768,1047,1245,757
CORRUBR2A001659,136,172,125,93,57,110
CORRUBR2A001660,457,488,498,775,722,1070
CORRUBR2A001661,218,77,57,80,122,68
CORRUBR2A001662,14,16,20,12,20,24
CORRUBR2A001663,868,668,400,565,665,695
CORRUBR2A001665,1317,546,336,420,301,336
CORRUBR2A001666,601,334,124,295,210,220
CORRUBR2A001669,47,18,12,21,24,9
CORRUBR2A001670,9131,11505,10815,5284,5490,6597
CORRUBR2A001674,227,85,51,134,156,112
CORRUBR2A001676,5,9,3,11,7,5
CORRUBR2A001678,3457,2883,2708,1451,1813,2633
CORRUBR2A001679,90,66,86,82,43,21
CORRUBR2A001681,236,124,75,82,122,196
CORRUBR2A001682,404,565,382,264,413,365
CORRUBR2A001686,8,11,8,6,5,6
CORRUBR2A001688,22,21,6,15,10,12
CORRUBR2A001691,51,191,239,85,177,17
CORRUBR2A001692,25,10,8,10,9,13
CORRUBR2A001693,789,814,695,513,577,510
CORRUBR2A001695,23,75,9,16,35,51
CORRUBR2A001698,102,79,23,50,103,40
CORRUBR2A001702,353,376,232,112,177,253
CORRUBR2A001703,37,16,10,18,16,36
CORRUBR2A001704,222,140,43,125,159,157
CORRUBR2A001706,1424,943,244,486,982,446
CORRUBR2A001707,219,162,69,93,105,48
CORRUBR2A001708,7,15,15,1,5,18
CORRUBR2A001714,113,39,21,50,44,17
CORRUBR2A001715,18,35,22,29,39,25
CORRUBR2A001716,567,518,317,75,329,435
CORRUBR2A001717,0,53,9,12,21,31
CORRUBR2A001718,15,7,6,16,19,39
CORRUBR2A001719,8,24,1,6,11,11
CORRUBR2A001722,656,282,159,157,217,218
CORRUBR2A001725,19,22,8,18,18,31
CORRUBR2A001727,1275,1097,965,596,1014,637
CORRUBR2A001728,132,96,47,58,173,220
CORRUBR2A001730,266,239,131,168,229,173
CORRUBR2A001731,649,697,553,603,429,331
CORRUBR2A001732,243,272,171,241,333,377
CORRUBR2A001733,544,411,177,180,171,149
CORRUBR2A001734,675,728,602,457,532,345
CORRUBR2A001735,685,835,491,497,428,476
CORRUBR2A001736,38,511,121,21,44,73
CORRUBR2A001740,1053,959,502,439,579,753
CORRUBR2A001742,0,0,0,9,1,0
CORRUBR2A001743,168,60,79,142,165,95
CORRUBR2A001745,1038,957,494,410,569,370
CORRUBR2A001747,108,190,37,73,153,42
CORRUBR2A001748,70,177,95,4,25,33
CORRUBR2A001750,31,7,19,49,15,17
CORRUBR2A001752,468,522,31,98,21,497
CORRUBR2A001755,417,119,88,91,108,119
CORRUBR2A001756,46,39,5,61,24,89
CORRUBR2A001757,712,170,149,138,235,177
CORRUBR2A001759,176,10,32,22,24,27
CORRUBR2A001761,1407,1537,2786,620,769,534
CORRUBR2A001764,31,27,1,3,27,56
CORRUBR2A001766,167,307,124,76,155,92
CORRUBR2A001767,15,31,20,12,15,16
CORRUBR2A001769,1695,1197,756,800,1183,905
CORRUBR2A001770,109,31,112,0,2364,129
CORRUBR2A001771,983,1208,1637,651,655,671
CORRUBR2A001777,86,40,46,41,47,90
CORRUBR2A001778,3,0,1,10,18,1
CORRUBR2A001779,33,36,15,24,15,4
CORRUBR2A001780,105,12,4,13,4,25
CORRUBR2A001781,20,24,12,21,8,8
CORRUBR2A001788,11,25,2,3,9,25
CORRUBR2A001789,10,0,10,0,0,0
CORRUBR2A001792,900,935,786,465,345,625
CORRUBR2A001794,67,118,54,22,23,11
CORRUBR2A001795,144,145,62,89,47,55
CORRUBR2A001796,56,48,30,82,66,80
CORRUBR2A001797,123,122,90,73,80,71
CORRUBR2A001801,4,2,9,2,1,1
CORRUBR2A001802,24,16,34,10,14,2
CORRUBR2A001803,4,13,11,4,2,3
CORRUBR2A001804,8,8,3,3,3,8
CORRUBR2A001805,31076,44245,43640,22276,21647,21901
CORRUBR2A001807,146,98,112,77,61,88
CORRUBR2A001809,8,70,26,79,79,78
CORRUBR2A001810,342,109,146,100,83,77
CORRUBR2A001813,120,68,21,18,83,43
CORRUBR2A001814,25,30,13,62,22,37
CORRUBR2A001821,165,110,78,111,89,112
CORRUBR2A001825,278,377,188,160,152,170
CORRUBR2A001826,115,88,33,0,31,34
CORRUBR2A001827,1500,2025,835,1664,1399,1328
CORRUBR2A001829,19,46,28,8,28,13
CORRUBR2A001833,7688,6096,6937,3712,3420,3341
CORRUBR2A001838,130,271,109,75,95,313
CORRUBR2A001841,155,97,114,117,168,131
CORRUBR2A001843,38,30,14,24,20,28
CORRUBR2A001844,805,195,106,237,205,181
CORRUBR2A001846,729,276,282,373,142,153
CORRUBR2A001848,796,638,1272,427,581,390
CORRUBR2A001849,885,406,437,188,289,266
CORRUBR2A001850,1342,980,341,613,634,674
CORRUBR2A001851,116,198,225,249,234,268
CORRUBR2A001852,136,88,71,75,76,101
CORRUBR2A001854,4,10,0,3,0,3
CORRUBR2A001855,398,417,383,217,243,274
CORRUBR2A001856,353,194,221,152,200,177
CORRUBR2A001857,37,31,45,22,10,28
CORRUBR2A001859,137,77,58,66,87,61
CORRUBR2A001863,9601,6998,7212,4071,5315,5188
CORRUBR2A001870,676,316,194,344,560,602
CORRUBR2A001874,49,59,105,54,103,61
CORRUBR2A001875,160,388,90,80,255,162
CORRUBR2A001877,149,165,135,100,82,82
CORRUBR2A001878,118,117,61,85,84,48
CORRUBR2A001879,127,184,55,58,27,63
CORRUBR2A001882,51,23,9,26,34,28
CORRUBR2A001883,519,615,627,237,414,399
CORRUBR2A001884,106,74,78,54,64,42
CORRUBR2A001888,56,5,6,13,18,13
CORRUBR2A001890,252,46,50,72,116,89
CORRUBR2A001896,113,136,93,96,202,109
CORRUBR2A001898,38,118,68,43,63,67
CORRUBR2A001901,35,35,9,21,44,64
CORRUBR2A001902,8,2,1,3,4,9
CORRUBR2A001903,15,8,2,10,0,4
CORRUBR2A001905,140,167,88,81,104,126
CORRUBR2A001906,410,120,101,153,109,104
CORRUBR2A001907,292,139,419,138,77,64
CORRUBR2A001908,11,8,11,16,16,17
CORRUBR2A001910,1243,1441,1133,530,806,980
CORRUBR2A001911,0,38,27,12,26,4
CORRUBR2A001912,556,251,268,325,288,265
CORRUBR2A001913,572,460,843,345,358,355
CORRUBR2A001914,6,30,0,1,2,5
CORRUBR2A001916,92,87,131,88,42,14
CORRUBR2A001918,951,503,413,328,408,465
CORRUBR2A001920,902,1044,809,528,593,778
CORRUBR2A001922,1045,823,896,750,841,786
CORRUBR2A001924,313,0,0,21,12,0
CORRUBR2A001927,7944,5611,10276,3785,2944,4094
CORRUBR2A001928,200,106,125,75,115,81
CORRUBR2A001929,968,632,441,195,259,2
CORRUBR2A001932,14,27,2,5,13,38
CORRUBR2A001936,2355,597,355,596,552,564
CORRUBR2A001940,1043,876,646,413,650,601
CORRUBR2A001943,3764,4343,4423,2453,3051,3044
CORRUBR2A001947,254,110,49,114,96,74
CORRUBR2A001949,415,336,187,462,464,595
CORRUBR2A001954,246,191,122,204,264,231
CORRUBR2A001955,1257,1408,1294,526,817,575
CORRUBR2A001960,30,26,16,21,35,31
CORRUBR2A001962,304,304,196,346,193,286
CORRUBR2A001964,58,47,35,33,28,15
CORRUBR2A001965,5,17,2,1,1,2
CORRUBR2A001970,2561,1758,2083,1403,824,1035
CORRUBR2A001972,324544,373261,410727,158736,145190,210917
CORRUBR2A001977,196,130,67,94,65,57
CORRUBR2A001980,2,12,1,8,5,24
CORRUBR2A001983,64,60,23,44,60,69
CORRUBR2A001985,45,26,24,23,24,24
CORRUBR2A001988,274,157,92,161,140,128
CORRUBR2A001989,9,17,2,0,5,3
CORRUBR2A001990,278,70,114,40,42,129
CORRUBR2A001991,32,12,14,24,26,16
CORRUBR2A001993,16,50,9,1,1,0
CORRUBR2A001994,286,129,138,89,163,114
CORRUBR2A001995,383,212,146,139,109,71
CORRUBR2A001998,899,782,817,483,575,539
CORRUBR2A001999,204,209,143,292,208,204
CORRUBR2A002001,251,481,79,245,107,170
CORRUBR2A002003,11,34,35,0,15,2
CORRUBR2A002008,259368,316102,342673,201965,241026,205806
CORRUBR2A002011,274,234,344,98,239,39
CORRUBR2A002013,381,422,177,418,407,379
CORRUBR2A002016,5,38,15,1,2,2
CORRUBR2A002017,167,479,569,100,149,289
CORRUBR2A002020,2,8,10,0,5,3
CORRUBR2A002026,2336,2821,2714,1582,2308,3639
CORRUBR2A002027,10,1,4,4,0,0
CORRUBR2A002031,475,194,227,139,314,182
CORRUBR2A002033,172,160,135,210,216,148
CORRUBR2A002034,403,341,259,244,106,248
CORRUBR2A002039,145,48,16,56,22,18
CORRUBR2A002045,3,46,3,0,0,11
CORRUBR2A002046,19,0,0,3,10,3
CORRUBR2A002049,371,124,63,124,129,138
CORRUBR2A002053,310,159,86,92,109,79
CORRUBR2A002057,29,25,16,24,37,17
CORRUBR2A002060,43,42,15,7,22,26
CORRUBR2A002063,31009,3368,8079,7492,11586,5707
CORRUBR2A002064,255,76,181,74,130,201
CORRUBR2A002070,22,20,11,41,33,9
CORRUBR2A002072,305,102,90,151,125,151
CORRUBR2A002074,4,9,0,2,14,0
CORRUBR2A002078,503,454,426,482,514,543
CORRUBR2A002079,49,35,27,11,45,25
CORRUBR2A002080,149,160,125,88,64,40
CORRUBR2A002083,88,69,51,98,59,32
CORRUBR2A002086,18,5,0,10,2,2
CORRUBR2A002087,3,25,0,79,20,168
CORRUBR2A002089,267,170,94,158,162,129
CORRUBR2A002091,5,33,4,5,3,6
CORRUBR2A002094,75,37,33,46,36,58
CORRUBR2A002095,737,294,133,327,260,324
CORRUBR2A002096,64,33,20,37,89,30
CORRUBR2A002097,419,458,246,397,392,333
CORRUBR2A002099,8,26,7,9,8,43
CORRUBR2A002100,3420,1640,1296,1798,1815,1801
CORRUBR2A002101,5,2,2,6,8,6
CORRUBR2A002102,74,143,96,46,117,161
CORRUBR2A002103,7,6,0,3,10,8
CORRUBR2A002107,583,520,435,377,417,416
CORRUBR2A002110,78,85,32,26,51,58
CORRUBR2A002111,588,1047,711,348,308,391
CORRUBR2A002114,14,1,4,4,9,2
CORRUBR2A002115,6151,13704,5358,1022,1898,2409
CORRUBR2A002116,32,14,5,23,17,12
CORRUBR2A002117,141,53,37,66,64,102
CORRUBR2A002120,1277,922,1029,539,555,638
CORRUBR2A002123,392,391,306,206,209,234
CORRUBR2A002125,282,118,69,65,53,70
CORRUBR2A002126,0,0,9,45,0,0
CORRUBR2A002127,46,33,32,37,50,12
CORRUBR2A002129,79,26,23,55,46,118
CORRUBR2A002132,367,229,141,307,223,234
CORRUBR2A002133,66,44,16,31,35,17
CORRUBR2A002135,590,338,178,142,245,207
CORRUBR2A002136,8,16,2,7,1,12
CORRUBR2A002138,0,9,16,8,11,0
CORRUBR2A002145,547,389,285,298,279,299
CORRUBR2A002148,64,36,25,31,31,24
CORRUBR2A002153,50,119,54,100,108,115
CORRUBR2A002158,326,144,98,111,68,127
CORRUBR2A002162,262,100,79,174,340,289
CORRUBR2A002167,181,208,73,102,131,140
CORRUBR2A002169,318,187,227,82,63,75
CORRUBR2A002170,20,0,0,0,1,0
CORRUBR2A002173,93,46,51,35,33,32
CORRUBR2A002174,0,0,0,12,0,0
CORRUBR2A002177,123,212,204,220,128,189
CORRUBR2A002178,438,358,485,304,290,425
CORRUBR2A002181,360,200,178,339,348,211
CORRUBR2A002185,2249,1521,1178,171,562,277
CORRUBR2A002188,799,597,507,570,645,600
CORRUBR2A002194,763,703,514,544,676,811
CORRUBR2A002196,133,28,59,49,64,56
CORRUBR2A002197,2755,3118,2646,2026,2151,2767
CORRUBR2A002199,733,446,213,185,149,152
CORRUBR2A002200,207,189,187,127,84,109
CORRUBR2A002201,78,12,28,10,15,35
CORRUBR2A002205,0,415,131,133,13,132
CORRUBR2A002208,369,151,101,87,103,80
CORRUBR2A002211,7,16,5,2,10,4
CORRUBR2A002212,1335,594,527,770,592,726
CORRUBR2A002213,157,101,78,71,23,41
CORRUBR2A002214,141,115,29,114,197,141
CORRUBR2A002215,3,24,2,8,4,14
CORRUBR2A002216,311,292,318,188,172,241
CORRUBR2A002219,15,0,5,3,0,0
CORRUBR2A002223,312,275,428,102,105,84
CORRUBR2A002227,413,282,214,253,197,271
CORRUBR2A002229,28,112,67,26,50,34
CORRUBR2A002230,1773,1522,1768,1082,1330,764
CORRUBR2A002231,2151,1419,1262,1089,1344,1206
CORRUBR2A002235,1334,275,258,448,440,369
CORRUBR2A002237,13,5,11,7,7,9
CORRUBR2A002238,54,42,8,7,28,28
CORRUBR2A002241,178,94,110,141,159,188
CORRUBR2A002244,1079,1201,1007,961,704,496
CORRUBR2A002245,60,100,89,166,31,50
CORRUBR2A002246,37,53,21,27,47,38
CORRUBR2A002248,5,6,0,0,13,4
CORRUBR2A002250,616,794,599,561,542,555
CORRUBR2A002253,1016,1106,1091,334,456,618
CORRUBR2A002255,13,10,8,9,8,18
CORRUBR2A002261,208,86,101,124,95,162
CORRUBR2A002264,144,96,56,91,13,101
CORRUBR2A002267,2,55,16,3,6,6
CORRUBR2A002275,1957,1037,912,2328,974,1874
CORRUBR2A002278,113,88,62,94,73,75
CORRUBR2A002281,1415,762,943,1015,1235,878
CORRUBR2A002283,92,97,48,66,68,159
CORRUBR2A002284,256,145,96,118,141,140
CORRUBR2A002285,626,342,224,234,250,184
CORRUBR2A002286,84,67,27,57,79,37
CORRUBR2A002288,235,214,131,170,153,154
CORRUBR2A002289,1422,1916,1476,832,1095,1465
CORRUBR2A002291,19,15,23,21,46,48
CORRUBR2A002294,35,107,72,32,17,41
CORRUBR2A002297,8,10,7,2,1,9
CORRUBR2A002298,5,6,3,6,6,2
CORRUBR2A002299,1055,578,794,379,631,390
CORRUBR2A002300,53,53,18,14,27,22
CORRUBR2A002302,428,224,446,454,73,237
CORRUBR2A002304,204,99,64,59,79,98
CORRUBR2A002305,128,134,55,59,51,71
CORRUBR2A002308,2490,2156,5610,870,797,794
CORRUBR2A002311,124,129,105,141,163,119
CORRUBR2A002314,1125,409,538,267,350,279
CORRUBR2A002319,230,162,332,157,213,336
CORRUBR2A002320,618,1969,565,763,693,1448
CORRUBR2A002322,810,1459,704,653,730,366
CORRUBR2A002324,33,139,0,65,139,88
CORRUBR2A002325,728,779,394,432,581,235
CORRUBR2A002326,276,342,334,80,74,155
CORRUBR2A002327,2442,994,740,925,955,839
CORRUBR2A002328,719,548,532,180,552,367
CORRUBR2A002329,31,0,0,0,0,0
CORRUBR2A002332,13,23,0,19,30,0
CORRUBR2A002333,18,10,4,11,0,0
CORRUBR2A002336,5,3,0,2,13,1
CORRUBR2A002339,9,18,14,14,20,19
CORRUBR2A002340,23,10,3,3,19,18
CORRUBR2A002341,865,1520,811,392,437,777
CORRUBR2A002343,19,54,8,37,60,30
CORRUBR2A002344,4,10,1,4,4,0
CORRUBR2A002346,40,58,213,197,13,84
CORRUBR2A002347,6509,5719,7717,2347,3588,2849
CORRUBR2A002348,1620,2114,1857,1050,1073,1361
CORRUBR2A002349,1127,863,925,403,547,580
CORRUBR2A002350,85,214,67,96,363,269
CORRUBR2A002351,41,7,7,10,17,13
CORRUBR2A002353,580,1401,1025,1162,1646,995
CORRUBR2A002355,1151,742,551,499,421,548
CORRUBR2A002356,19598,29425,27307,16450,14283,13904
CORRUBR2A002358,5,0,6,3,10,4
CORRUBR2A002362,546,355,313,472,409,383
CORRUBR2A002364,1293,897,566,584,513,481
CORRUBR2A002365,546,302,156,192,278,177
CORRUBR2A002367,7,19,10,0,7,1
CORRUBR2A002370,117,116,56,84,102,95
CORRUBR2A002371,156,172,41,104,236,216
CORRUBR2A002372,351,364,277,189,266,315
CORRUBR2A002375,219,134,106,104,150,104
CORRUBR2A002377,594,569,241,505,709,579
CORRUBR2A002378,127,107,94,159,103,91
CORRUBR2A002381,197,148,130,93,127,208
CORRUBR2A002382,140,66,43,49,63,54
CORRUBR2A002383,251,99,76,93,88,65
CORRUBR2A002384,137,55,49,62,80,50
CORRUBR2A002388,469,417,329,333,334,308
CORRUBR2A002391,266,85,239,103,155,129
CORRUBR2A002393,673,737,601,660,748,587
CORRUBR2A002395,303,194,252,105,136,96
CORRUBR2A002397,719,135,677,326,79,1467
CORRUBR2A002398,438,100,40,57,79,50
CORRUBR2A002402,7,3,27,34,10,14
CORRUBR2A002404,0,4,3,15,2,2
CORRUBR2A002407,234,303,360,172,209,203
CORRUBR2A002412,80,45,22,45,59,33
CORRUBR2A002414,527,620,426,415,468,366
CORRUBR2A002415,13,2,0,4,4,1
CORRUBR2A002420,67,261,152,143,137,178
CORRUBR2A002422,29,1,3,1,14,0
CORRUBR2A002424,311,927,139,192,139,246
CORRUBR2A002427,12,2,3,12,11,11
CORRUBR2A002428,398,323,359,208,307,172
CORRUBR2A002429,74,63,50,44,37,2
CORRUBR2A002430,258,282,179,126,211,115
CORRUBR2A002431,81,101,121,50,46,85
CORRUBR2A002432,8251,6275,11767,3730,3744,4529
CORRUBR2A002434,75,126,71,429,168,123
CORRUBR2A002435,16,17,9,15,20,18
CORRUBR2A002436,57,53,74,20,32,71
CORRUBR2A002437,282,155,90,105,122,135
CORRUBR2A002438,0,2,0,6,0,0
CORRUBR2A002440,684,247,349,309,311,272
CORRUBR2A002443,2526,1629,1387,1009,1067,1142
CORRUBR2A002444,14,7,7,6,7,3
CORRUBR2A002445,0,0,0,0,0,0
CORRUBR2A002448,59,26,27,19,0,101
CORRUBR2A002449,267,350,241,148,219,212
CORRUBR2A002450,55,38,44,13,37,71
CORRUBR2A002454,25,2,18,56,1,0
CORRUBR2A002457,122,89,121,46,47,35
CORRUBR2A002460,2414,2933,1094,1379,1548,872
CORRUBR2A002463,30,41,73,68,55,44
CORRUBR2A002465,14,23,9,4,18,27
CORRUBR2A002467,6035,6408,3679,2789,2871,5326
CORRUBR2A002473,356,166,234,241,156,133
CORRUBR2A002474,2242,1380,1055,963,626,928
CORRUBR2A002475,1599,1226,757,885,942,1036
CORRUBR2A002477,5,5,4,0,6,10
CORRUBR2A002480,3220,3063,3050,2421,1837,2414
CORRUBR2A002482,74,44,5,41,47,35
CORRUBR2A002489,50,37,62,54,24,23
CORRUBR2A002490,100,132,54,47,51,31
CORRUBR2A002493,2425,1999,1278,1331,1845,1768
CORRUBR2A002494,22,1,0,47,44,0
CORRUBR2A002496,11,94,12,19,11,15
CORRUBR2A002498,1,47,5,17,4,74
CORRUBR2A002501,237,64,117,193,288,179
CORRUBR2A002504,526,900,1257,324,603,486
CORRUBR2A002507,1,13,1,2,6,5
CORRUBR2A002509,490,285,226,237,218,249
CORRUBR2A002511,446,860,616,590,165,784
CORRUBR2A002514,913,151,124,207,201,147
CORRUBR2A002515,1335,1448,768,767,1422,799
